airport_id,airport_type,airport_name,airport_long,airport_lat
44692,heliport,Calgary / Blue-Con Heliport,50.9969638393,-113.89388904
667,heliport,Harbour (Public) Heliport,49.2868921105,-123.106112257
668,heliport,Tofino (Hospital) Heliport,49.151100158691406,-125.90899658203124
669,heliport,Burgeo (Calder Health Care Corp) Heliport,47.613179191899995,-57.62399911879999
670,heliport,Delta (North) Heliport,49.1199607211,-123.047267944
672,small_airport,Nahanni Butte Airport,61.029701232910156,-123.38899993896484
673,heliport,White Saddle Ranch Heliport,51.733299255371094,-124.73300170898438
674,small_airport,Elko Airport,49.28329849243164,-115.1500015258789
675,heliport,Beamsville/Panterra Heliport,43.186552790200004,-79.47424471379998
28156,seaplane_base,Alliford Bay Seaplane Base,53.21500015258789,-131.99099731445312
28326,seaplane_base,Moose Lake (Lodge) Seaplane Base,53.07580184936523,-125.4010009765625
676,heliport,Whistler (Municipal) Heliport,50.168377378100004,-122.90475413200001
46602,small_airport,Belwood (Baird Field),43.808333333,-80.3119444444
677,heliport,Mission (Public Safety) Heliport,49.132753634,-122.343615219
678,heliport,Mayne Island (Medical Emergency) Heliport,48.8465101417,-123.283567876
679,heliport,Seal Cove (Public) Heliport,54.33000183105469,-130.27799987792972
680,heliport,Victoria Harbour (Camel Point) Heliport,48.41809844970703,-123.38800048828124
28328,seaplane_base,Muncho Lake/Mile 462 Seaplane Base,59.0099983215332,-125.77400207519531
681,small_airport,Mabel Lake Airport,50.6088981628418,-118.7310028076172
682,small_airport,Green Lake Airport,51.42940139770508,-121.20999908447266
683,heliport,Nanaimo (Regional General Hospital) Heliport,49.185749305600005,-123.971756995
684,heliport,Prince George (Pacific Western Helicopters) Heliport,53.8775233186,-122.766669989
28204,seaplane_base,Courtenay Airpark Seaplane Base,49.6814002991,-124.98100280799999
685,small_airport,Helmet Airport,59.42580032348633,-120.7979965209961
686,small_airport,Prairie Creek Airport,61.56470108032226,-124.81500244140624
320083,small_airport,Benalto/Hillmans Farm Airport,52.228,-114.256202
687,small_airport,Echo Valley Airport,51.24169921875,-121.99400329589844
28233,seaplane_base,Fraser Lake Seaplane Base,54.0666999817,-124.883003235
688,heliport,San Juan Point (Coast Guard) Heliport,48.53110122680664,-124.45700073242188
689,heliport,Vancouver (General Hospital) Heliport,49.261946699,-123.12441095700001
690,heliport,Port Alberni (West Coast General Hospital) Heliport,49.2488391687,-124.78303603799999
691,small_airport,Quesnel Lake Airport,52.51499938964844,-121.04499816894531
692,small_airport,Mile 422 (Alaska Highway) Airport,58.84939956665039,-125.23999786376952
693,heliport,Victoria (Royal Jubilee Hospital) Heliport,48.434293991800004,-123.325164914
694,heliport,Little Parker Island Heliport,48.896400451660156,-123.41799926757812
321881,seaplane_base,Buck Lake Seaplane Base,44.7717,-79.413
695,small_airport,Gordon Field,58.81669998168945,-122.78299713134766
696,heliport,Bassano (Health Centre) Heliport,50.79029846191406,-112.46099853515624
697,small_airport,Radium Hot Springs Airport,50.63330078125,-116.0999984741211
698,heliport,Cortes Island Heliport,50.05860137939453,-124.98200225830078
320180,small_airport,Bala Airport,45.030605,-79.617801
699,small_airport,Elkin Creek Guest Ranch Airport,51.51279830932617,-123.8040008544922
314447,small_airport,Blackstock / Martyn,44.093,-78.7367
701,small_airport,Midway Airport,49.0099983215332,-118.79000091552734
320082,heliport,Banff - Mineral Springs Hospital Helipad,51.17964,-115.576081
702,heliport,Port McNeill (Hospital) Heliport,50.581676562,-127.06680625700001
320087,heliport,Bonnyville Health Care Centre Helipad,54.263999999999996,-110.7405
46537,heliport,Buffalo Narrows (Fire Centre) Heliport,55.83424070270001,-108.404202461
28312,seaplane_base,Masset Seaplane Base,54.0167007446289,-132.14999389648438
43877,small_airport,Beaverton North,44.459454,-79.127269
703,small_airport,Tsay Keh Airport,56.90610122680664,-124.96499633789062
704,heliport,Banff (Park Compound Heliport) Heliport,51.19169998168945,-115.55799865722656
705,heliport,Fernie (Elk Valley Hospital) Heliport,49.5,-115.06700134277344
706,heliport,Sechelt (St. Mary's Hospital) Heliport,49.476225279,-123.748554289
